adc10,adc11,adc12,adc13,adc21,adc22,adc23,region
4303.0,2624.0,1554.0,765.0,2238.0,8934.0,8589.0,SB
4138.0,2627.0,1262.0,720.0,2095.0,8818.0,8421.0,SB
4379.0,2624.0,1438.0,778.0,2285.0,8953.0,8561.0,SB
4036.0,2621.0,1324.0,742.0,2191.0,8479.0,8513.0,SB
4682.0,2632.0,1666.0,889.0,3145.0,6593.0,8011.0,SB
4314.0,2624.0,1528.0,761.0,2235.0,8938.0,8586.0,SB
6403.0,2555.0,1852.0,1080.0,5540.0,11012.0,12436.0,SB
4263.0,2650.0,2176.0,821.0,2101.0,9667.0,8661.0,SB
4082.0,2633.0,1475.0,740.0,2237.0,8420.0,8501.0,SB
4400.0,2654.0,1805.0,747.0,2250.0,9275.0,8674.0,SB
4678.0,2640.0,1852.0,974.0,3163.0,6586.0,8127.0,SB
3999.0,2617.0,1250.0,722.0,2045.0,8675.0,8437.0,SB
4328.0,2624.0,1493.0,756.0,2232.0,8943.0,8582.0,SB
4166.0,2634.0,1762.0,757.0,2268.0,9544.0,8692.0,SB
4220.0,2637.0,1762.0,791.0,2335.0,9750.0,8680.0,SB
4015.0,2618.0,1255.0,725.0,2049.0,8673.0,8429.0,SB
4307.0,2623.0,1524.0,738.0,2199.0,8937.0,8607.0,SB
4615.0,2622.0,1699.0,931.0,3153.0,6426.0,8113.0,SB
4132.0,2627.0,1279.0,727.0,2094.0,8581.0,8435.0,SB
4108.0,2626.0,1371.0,791.0,2083.0,8540.0,8419.0,SB
4108.0,2625.0,1300.0,712.0,2105.0,8753.0,8400.0,SB
4198.0,2638.0,1802.0,819.0,2334.0,9757.0,8689.0,SB
4425.0,2664.0,1962.0,762.0,2451.0,9112.0,8713.0,SB
4051.0,2621.0,1322.0,747.0,2173.0,8472.0,8505.0,SB
4312.0,2626.0,1568.0,784.0,2272.0,8932.0,8582.0,SB
4105.0,2621.0,1258.0,747.0,2061.0,8697.0,8380.0,SB
4614.0,2628.0,1698.0,900.0,3157.0,6466.0,8129.0,SB
4162.0,2639.0,1838.0,836.0,2313.0,9733.0,8708.0,SB
6401.0,2556.0,1849.0,1078.0,5565.0,11029.0,12438.0,SB
4360.0,2625.0,1493.0,782.0,2289.0,8943.0,8575.0,SB
4161.0,2627.0,1220.0,726.0,2092.0,8985.0,8397.0,SB
4171.0,2637.0,1747.0,754.0,2260.0,9629.0,8716.0,SB
4337.0,2623.0,1491.0,749.0,2228.0,8942.0,8596.0,SB
9129.0,2984.0,2863.0,1673.0,7512.0,16343.0,13109.0,SB
4455.0,2665.0,1941.0,789.0,2255.0,9165.0,8683.0,SB
4164.0,2633.0,1770.0,759.0,2272.0,9501.0,8680.0,SB
4035.0,2617.0,1236.0,735.0,2043.0,8705.0,8412.0,SB
4425.0,2664.0,1961.0,763.0,2452.0,9113.0,8714.0,SB
4156.0,2634.0,1796.0,782.0,2279.0,9535.0,8685.0,SB
4420.0,2659.0,1945.0,741.0,2358.0,9125.0,8699.0,SB
4139.0,2631.0,1360.0,761.0,2114.0,8506.0,8465.0,SB
4121.0,2628.0,1367.0,721.0,2135.0,8779.0,8411.0,SB
4295.0,2624.0,1564.0,757.0,2224.0,8932.0,8599.0,SB
4247.0,2648.0,2028.0,794.0,2162.0,9799.0,8695.0,SB
9135.0,3026.0,3024.0,1644.0,7564.0,16363.0,13138.0,SB
4645.0,2626.0,1692.0,919.0,3150.0,6497.0,8070.0,SB
4414.0,2666.0,2017.0,787.0,2497.0,9067.0,8704.0,SB
4160.0,2633.0,1782.0,768.0,2276.0,9499.0,8678.0,SB
4431.0,2664.0,1966.0,769.0,2423.0,9116.0,8709.0,SB
3982.0,2621.0,1381.0,748.0,2261.0,8540.0,8534.0,SB
4017.0,2618.0,1251.0,719.0,2052.0,8686.0,8429.0,SB
4049.0,2621.0,1324.0,745.0,2177.0,8471.0,8507.0,SB
4197.0,2637.0,1754.0,773.0,2299.0,9696.0,8698.0,SB
4047.0,2617.0,1232.0,739.0,2042.0,8715.0,8404.0,SB
4618.0,2622.0,1707.0,936.0,3153.0,6431.0,8112.0,SB
6416.0,2554.0,1839.0,1081.0,5585.0,11040.0,12437.0,SB
3993.0,2624.0,1449.0,778.0,2257.0,8564.0,8524.0,SB
6442.0,2549.0,1825.0,1088.0,5317.0,10813.0,12492.0,SB
4126.0,2630.0,1375.0,770.0,2128.0,8491.0,8472.0,SB
6410.0,2555.0,1843.0,1080.0,5581.0,11039.0,12437.0,SB
4421.0,2661.0,2049.0,763.0,2312.0,9026.0,8677.0,SB
4586.0,2622.0,1632.0,869.0,3155.0,6415.0,8130.0,SB
4166.0,2637.0,1763.0,767.0,2264.0,9648.0,8719.0,SB
4418.0,2665.0,1997.0,778.0,2482.0,9083.0,8708.0,SB
4384.0,2661.0,1943.0,754.0,2203.0,9931.0,8717.0,SB
6436.0,2551.0,1862.0,1096.0,5292.0,10826.0,12441.0,SB
4131.0,2631.0,1379.0,771.0,2125.0,8492.0,8470.0,SB
4208.0,2636.0,1714.0,794.0,2325.0,9787.0,8683.0,SB
4420.0,2659.0,1999.0,748.0,2311.0,9073.0,8684.0,SB
4428.0,2663.0,1937.0,761.0,2417.0,9135.0,8709.0,SB
9159.0,3018.0,2998.0,1680.0,7826.0,16411.0,13213.0,SB
3977.0,2621.0,1397.0,757.0,2262.0,8552.0,8533.0,SB
4409.0,2667.0,2040.0,796.0,2515.0,9049.0,8700.0,SB
4084.0,2626.0,1352.0,765.0,2098.0,8798.0,8388.0,SB
4077.0,2618.0,1230.0,747.0,2045.0,8726.0,8386.0,SB
4424.0,2663.0,1960.0,760.0,2441.0,9113.0,8712.0,SB
5668.0,2502.0,1647.0,987.0,4911.0,7250.0,12744.0,UPS
4453.0,2591.0,1638.0,908.0,3231.0,6169.0,8180.0,UPS
4455.0,2591.0,1573.0,861.0,3226.0,6208.0,8174.0,UPS
5645.0,2498.0,1612.0,980.0,5058.0,7246.0,12737.0,UPS
5653.0,2503.0,1719.0,983.0,5010.0,7252.0,12791.0,UPS
4458.0,2591.0,1589.0,871.0,3227.0,6197.0,8175.0,UPS
5670.0,2502.0,1658.0,988.0,4899.0,7251.0,12749.0,UPS
4461.0,2595.0,1673.0,913.0,3235.0,6173.0,8169.0,UPS
4447.0,2588.0,1593.0,889.0,3227.0,6180.0,8185.0,UPS
5648.0,2498.0,1594.0,981.0,5040.0,7246.0,12725.0,UPS
5623.0,2502.0,1751.0,975.0,5200.0,7250.0,12823.0,UPS
4441.0,2596.0,1668.0,901.0,3233.0,6216.0,8157.0,UPS
4459.0,2592.0,1602.0,878.0,3229.0,6192.0,8174.0,UPS
5596.0,2504.0,1847.0,1048.0,5186.0,7219.0,12795.0,UPS
5632.0,2502.0,1750.0,977.0,5147.0,7251.0,12818.0,UPS
4443.0,2589.0,1620.0,902.0,3229.0,6180.0,8181.0,UPS
5666.0,2504.0,1705.0,997.0,4901.0,7249.0,12765.0,UPS
4454.0,2591.0,1642.0,908.0,3232.0,6168.0,8179.0,UPS
4457.0,2591.0,1583.0,868.0,3227.0,6199.0,8175.0,UPS
5647.0,2498.0,1592.0,990.0,5024.0,7242.0,12714.0,UPS
4442.0,2590.0,1630.0,902.0,3230.0,6187.0,8176.0,UPS
5646.0,2498.0,1594.0,990.0,5025.0,7242.0,12714.0,UPS
5633.0,2502.0,1747.0,978.0,5136.0,7251.0,12816.0,UPS
5618.0,2501.0,1732.0,1026.0,5107.0,7227.0,12754.0,UPS
4457.0,2591.0,1582.0,867.0,3227.0,6199.0,8175.0,UPS
5617.0,2502.0,1778.0,986.0,5210.0,7245.0,12826.0,UPS
5653.0,2497.0,1563.0,983.0,5007.0,7245.0,12706.0,UPS
4453.0,2591.0,1640.0,908.0,3232.0,6168.0,8179.0,UPS
5628.0,2500.0,1685.0,1014.0,5079.0,7232.0,12740.0,UPS
4458.0,2591.0,1586.0,870.0,3227.0,6198.0,8175.0,UPS
5656.0,2498.0,1576.0,983.0,4989.0,7246.0,12712.0,UPS
4452.0,2589.0,1577.0,872.0,3226.0,6194.0,8180.0,UPS
4455.0,2590.0,1569.0,860.0,3226.0,6207.0,8175.0,UPS
4446.0,2595.0,1644.0,887.0,3231.0,6220.0,8158.0,UPS
4452.0,2597.0,1678.0,907.0,3234.0,6199.0,8160.0,UPS
5610.0,2502.0,1770.0,1036.0,5130.0,7223.0,12765.0,UPS
4448.0,2588.0,1590.0,886.0,3227.0,6182.0,8184.0,UPS
4444.0,2587.0,1608.0,902.0,3228.0,6169.0,8188.0,UPS
5672.0,2504.0,1693.0,993.0,4879.0,7252.0,12763.0,UPS
5629.0,2501.0,1714.0,976.0,5162.0,7249.0,12800.0,UPS
4452.0,2596.0,1677.0,908.0,3235.0,6197.0,8161.0,UPS
5668.0,2502.0,1649.0,988.0,4909.0,7251.0,12745.0,UPS
4461.0,2594.0,1641.0,898.0,3232.0,6179.0,8172.0,UPS
5672.0,2504.0,1693.0,993.0,4879.0,7252.0,12763.0,UPS
5662.0,2500.0,1610.0,985.0,4952.0,7248.0,12727.0,UPS
4448.0,2594.0,1623.0,879.0,3230.0,6217.0,8163.0,UPS
5620.0,2502.0,1770.0,978.0,5213.0,7248.0,12830.0,UPS
4442.0,2595.0,1662.0,901.0,3232.0,6211.0,8161.0,UPS
4442.0,2597.0,1672.0,897.0,3233.0,6225.0,8152.0,UPS
5655.0,2504.0,1728.0,1007.0,4942.0,7244.0,12769.0,UPS
4462.0,2594.0,1656.0,906.0,3234.0,6174.0,8172.0,UPS
5622.0,2501.0,1713.0,1021.0,5096.0,7229.0,12748.0,UPS
4443.0,2587.0,1607.0,902.0,3228.0,6169.0,8188.0,UPS
4445.0,2596.0,1654.0,890.0,3232.0,6222.0,8156.0,UPS
5660.0,2499.0,1602.0,985.0,4960.0,7248.0,12724.0,UPS
5607.0,2502.0,1788.0,1041.0,5140.0,7221.0,12770.0,UPS
5662.0,2504.0,1706.0,986.0,4950.0,7252.0,12779.0,UPS
4452.0,2592.0,1595.0,869.0,3227.0,6212.0,8169.0,UPS
5623.0,2504.0,1796.0,1034.0,5066.0,7228.0,12780.0,UPS
4442.0,2591.0,1634.0,902.0,3230.0,6190.0,8174.0,UPS
4460.0,2593.0,1632.0,893.0,3231.0,6182.0,8173.0,UPS
5605.0,2503.0,1815.0,1020.0,5197.0,7231.0,12809.0,UPS
4455.0,2591.0,1573.0,861.0,3226.0,6208.0,8174.0,UPS
5630.0,2502.0,1752.0,977.0,5158.0,7250.0,12820.0,UPS
5612.0,2503.0,1795.0,1001.0,5204.0,7238.0,12819.0,UPS
5603.0,2503.0,1803.0,1045.0,5149.0,7220.0,12774.0,UPS
5623.0,2502.0,1762.0,975.0,5201.0,7250.0,12829.0,UPS
4455.0,2592.0,1645.0,909.0,3232.0,6168.0,8178.0,UPS
5668.0,2502.0,1646.0,987.0,4912.0,7250.0,12744.0,UPS
5621.0,2502.0,1767.0,975.0,5214.0,7249.0,12831.0,UPS
4453.0,2591.0,1640.0,908.0,3232.0,6168.0,8179.0,UPS
4453.0,2592.0,1589.0,867.0,3227.0,6211.0,8170.0,UPS
5614.0,2502.0,1753.0,1032.0,5120.0,7225.0,12760.0,UPS
5603.0,2503.0,1807.0,1046.0,5151.0,7219.0,12775.0,UPS
5668.0,2502.0,1648.0,988.0,4910.0,7251.0,12744.0,UPS
5610.0,2503.0,1801.0,1007.0,5202.0,7236.0,12816.0,UPS
4443.0,2588.0,1611.0,902.0,3228.0,6173.0,8186.0,UPS
4454.0,2590.0,1568.0,863.0,3225.0,6201.0,8178.0,UPS
4446.0,2595.0,1642.0,886.0,3231.0,6220.0,8159.0,UPS
5669.0,2504.0,1696.0,988.0,4906.0,7253.0,12770.0,UPS
4443.0,2588.0,1612.0,902.0,3228.0,6173.0,8185.0,UPS
4454.0,2590.0,1567.0,863.0,3225.0,6201.0,8177.0,UPS
5661.0,2503.0,1707.0,986.0,4957.0,7252.0,12780.0,UPS
4458.0,2592.0,1599.0,876.0,3228.0,6193.0,8174.0,UPS
4445.0,2588.0,1598.0,894.0,3227.0,6176.0,8186.0,UPS
4453.0,2596.0,1677.0,908.0,3235.0,6194.0,8162.0,UPS
4448.0,2594.0,1626.0,880.0,3230.0,6217.0,8162.0,UPS
4445.0,2596.0,1654.0,890.0,3232.0,6222.0,8156.0,UPS
4462.0,2595.0,1662.0,909.0,3234.0,6172.0,8171.0,UPS
4441.0,2597.0,1675.0,901.0,3233.0,6221.0,8154.0,UPS
4461.0,2595.0,1673.0,913.0,3235.0,6174.0,8169.0,UPS
5622.0,2504.0,1796.0,1034.0,5066.0,7228.0,12780.0,UPS
4446.0,2595.0,1642.0,886.0,3231.0,6220.0,8159.0,UPS
4449.0,2597.0,1679.0,906.0,3234.0,6206.0,8157.0,UPS
5613.0,2503.0,1791.0,997.0,5206.0,7240.0,12820.0,UPS
5655.0,2498.0,1574.0,983.0,4992.0,7246.0,12711.0,UPS
5601.0,2504.0,1840.0,1051.0,5146.0,7218.0,12787.0,UPS
4441.0,2596.0,1666.0,901.0,3233.0,6214.0,8158.0,UPS
5611.0,2503.0,1799.0,1004.0,5203.0,7237.0,12817.0,UPS
5648.0,2498.0,1586.0,988.0,5021.0,7242.0,12712.0,UPS
5666.0,2504.0,1700.0,987.0,4923.0,7253.0,12773.0,UPS
4441.0,2597.0,1675.0,901.0,3233.0,6221.0,8154.0,UPS
5634.0,2500.0,1685.0,977.0,5133.0,7248.0,12782.0,UPS
4463.0,2595.0,1672.0,914.0,3235.0,6169.0,8171.0,UPS
4457.0,2591.0,1573.0,863.0,3226.0,6202.0,8175.0,UPS
5639.0,2503.0,1739.0,979.0,5098.0,7251.0,12808.0,UPS
5592.0,2504.0,1858.0,1059.0,5180.0,7214.0,12790.0,UPS
5605.0,2504.0,1831.0,1048.0,5131.0,7220.0,12785.0,UPS
5608.0,2503.0,1807.0,1012.0,5200.0,7234.0,12813.0,UPS
5643.0,2499.0,1624.0,980.0,5070.0,7247.0,12744.0,UPS
5667.0,2502.0,1643.0,987.0,4915.0,7250.0,12742.0,UPS
5670.0,2502.0,1659.0,988.0,4898.0,7251.0,12749.0,UPS
5616.0,2504.0,1809.0,1039.0,5091.0,7225.0,12782.0,UPS
5670.0,2502.0,1657.0,988.0,4900.0,7251.0,12748.0,UPS
5648.0,2504.0,1743.0,1012.0,4970.0,7240.0,12771.0,UPS
5635.0,2503.0,1745.0,978.0,5127.0,7251.0,12814.0,UPS
5613.0,2502.0,1755.0,1032.0,5120.0,7225.0,12760.0,UPS
5644.0,2498.0,1606.0,994.0,5033.0,7240.0,12718.0,UPS
5611.0,2503.0,1797.0,1003.0,5204.0,7238.0,12818.0,UPS
4449.0,2588.0,1587.0,883.0,3227.0,6185.0,8183.0,UPS
4444.0,2587.0,1602.0,898.0,3228.0,6172.0,8187.0,UPS
4448.0,2588.0,1590.0,885.0,3227.0,6183.0,8184.0,UPS
4442.0,2590.0,1626.0,902.0,3230.0,6184.0,8178.0,UPS
5629.0,2501.0,1715.0,976.0,5164.0,7249.0,12801.0,UPS
5673.0,2504.0,1692.0,992.0,4876.0,7252.0,12763.0,UPS
5629.0,2500.0,1678.0,1012.0,5075.0,7233.0,12738.0,UPS
5627.0,2502.0,1757.0,976.0,5177.0,7250.0,12824.0,UPS
4456.0,2592.0,1648.0,910.0,3232.0,6168.0,8177.0,UPS
5658.0,2504.0,1722.0,1004.0,4932.0,7245.0,12768.0,UPS
5607.0,2503.0,1812.0,1016.0,5199.0,7232.0,12811.0,UPS
5640.0,2504.0,1760.0,1019.0,5000.0,7236.0,12774.0,UPS
5637.0,2500.0,1665.0,978.0,5112.0,7248.0,12769.0,UPS
4444.0,2596.0,1659.0,892.0,3232.0,6223.0,8155.0,UPS
4442.0,2590.0,1627.0,902.0,3230.0,6185.0,8177.0,UPS
5615.0,2504.0,1811.0,1040.0,5094.0,7225.0,12782.0,UPS
5593.0,2504.0,1857.0,1057.0,5183.0,7215.0,12791.0,UPS
5642.0,2499.0,1633.0,979.0,5080.0,7247.0,12750.0,UPS
4445.0,2588.0,1598.0,894.0,3227.0,6176.0,8186.0,UPS
4443.0,2588.0,1611.0,902.0,3228.0,6172.0,8186.0,UPS
5654.0,2497.0,1567.0,982.0,5000.0,7245.0,12708.0,UPS
5599.0,2504.0,1844.0,1053.0,5155.0,7217.0,12788.0,UPS
4447.0,2595.0,1638.0,885.0,3231.0,6219.0,8160.0,UPS
4441.0,2598.0,1681.0,900.0,3234.0,6227.0,8150.0,UPS
5673.0,2503.0,1678.0,989.0,4877.0,7252.0,12758.0,UPS
4450.0,2597.0,1678.0,907.0,3234.0,6202.0,8159.0,UPS
4442.0,2598.0,1683.0,901.0,3234.0,6225.0,8151.0,UPS
5654.0,2497.0,1566.0,982.0,5001.0,7245.0,12707.0,UPS
4462.0,2594.0,1656.0,906.0,3234.0,6174.0,8172.0,UPS
5639.0,2488.0,1667.0,977.0,5038.0,7176.0,12727.0,UVA
5642.0,2492.0,1640.0,1024.0,5012.0,7215.0,12663.0,UVA
5754.0,2520.0,1878.0,983.0,4246.0,7580.0,12792.0,UVA
5671.0,2488.0,1714.0,978.0,4484.0,7158.0,12797.0,UVA
4642.0,2528.0,1687.0,896.0,3256.0,6454.0,8064.0,UVA
5791.0,2525.0,1910.0,1003.0,4346.0,7609.0,12769.0,UVA
5647.0,2487.0,1648.0,979.0,5028.0,7193.0,12718.0,UVA
5769.0,2521.0,1880.0,992.0,4328.0,7608.0,12761.0,UVA
5760.0,2515.0,1788.0,987.0,4344.0,7594.0,12794.0,UVA
4644.0,2533.0,1620.0,852.0,3210.0,6519.0,8040.0,UVA
4626.0,2524.0,1613.0,837.0,3231.0,6454.0,8096.0,UVA
5768.0,2519.0,1844.0,990.0,4295.0,7581.0,12808.0,UVA
5648.0,2487.0,1666.0,978.0,4995.0,7179.0,12754.0,UVA
5634.0,2487.0,1698.0,975.0,5012.0,7151.0,12771.0,UVA
5797.0,2519.0,1773.0,1005.0,4394.0,7584.0,12841.0,UVA
4620.0,2532.0,1680.0,911.0,3264.0,6513.0,8089.0,UVA
5802.0,2520.0,1781.0,1007.0,4407.0,7589.0,12836.0,UVA
4645.0,2534.0,1627.0,860.0,3212.0,6529.0,8035.0,UVA
5734.0,2520.0,1928.0,972.0,4176.0,7578.0,12769.0,UVA
5755.0,2508.0,1742.0,997.0,4439.0,7428.0,12830.0,UVA
5697.0,2494.0,1712.0,1040.0,4970.0,7253.0,12717.0,UVA
5623.0,2492.0,1687.0,1023.0,5011.0,7173.0,12677.0,UVA
4625.0,2536.0,1692.0,926.0,3261.0,6543.0,8069.0,UVA
5725.0,2521.0,1962.0,968.0,4144.0,7580.0,12752.0,UVA
5684.0,2490.0,1659.0,1012.0,4983.0,7244.0,12708.0,UVA
4620.0,2533.0,1689.0,921.0,3267.0,6524.0,8086.0,UVA
5794.0,2524.0,1892.0,1004.0,4360.0,7607.0,12778.0,UVA
5713.0,2498.0,1729.0,988.0,4459.0,7293.0,12814.0,UVA
5630.0,2493.0,1668.0,1033.0,4999.0,7193.0,12658.0,UVA
5629.0,2492.0,1679.0,1022.0,4995.0,7180.0,12684.0,UVA
5653.0,2487.0,1650.0,979.0,4997.0,7193.0,12740.0,UVA
5667.0,2487.0,1599.0,989.0,5007.0,7237.0,12689.0,UVA
5782.0,2523.0,1895.0,999.0,4342.0,7609.0,12766.0,UVA
5718.0,2520.0,1967.0,964.0,4121.0,7576.0,12751.0,UVA
5653.0,2486.0,1659.0,972.0,4858.0,7171.0,12787.0,UVA
5727.0,2501.0,1733.0,991.0,4453.0,7336.0,12819.0,UVA
4620.0,2533.0,1686.0,918.0,3266.0,6521.0,8087.0,UVA
5615.0,2489.0,1728.0,971.0,5064.0,7124.0,12761.0,UVA
4636.0,2525.0,1659.0,870.0,3249.0,6438.0,8081.0,UVA
5721.0,2520.0,1965.0,966.0,4132.0,7578.0,12751.0,UVA
4646.0,2529.0,1664.0,878.0,3239.0,6470.0,8052.0,UVA
5641.0,2487.0,1663.0,977.0,5037.0,7179.0,12725.0,UVA
5717.0,2517.0,1923.0,965.0,4165.0,7584.0,12747.0,UVA
4646.0,2531.0,1644.0,867.0,3224.0,6497.0,8043.0,UVA
5659.0,2490.0,1602.0,1012.0,5029.0,7244.0,12669.0,UVA
5790.0,2525.0,1910.0,1002.0,4344.0,7609.0,12769.0,UVA
4646.0,2529.0,1668.0,881.0,3242.0,6464.0,8054.0,UVA
5647.0,2490.0,1638.0,1010.0,4998.0,7210.0,12675.0,UVA
4628.0,2535.0,1682.0,916.0,3254.0,6541.0,8064.0,UVA
5796.0,2523.0,1865.0,1005.0,4371.0,7603.0,12793.0,UVA
5660.0,2490.0,1600.0,1010.0,5029.0,7246.0,12670.0,UVA
5651.0,2486.0,1665.0,972.0,4885.0,7169.0,12785.0,UVA
4632.0,2524.0,1647.0,860.0,3246.0,6436.0,8090.0,UVA
5678.0,2490.0,1718.0,980.0,4475.0,7179.0,12800.0,UVA
4638.0,2530.0,1691.0,905.0,3260.0,6472.0,8066.0,UVA
5643.0,2487.0,1682.0,975.0,4968.0,7163.0,12776.0,UVA
5658.0,2488.0,1617.0,996.0,5000.0,7223.0,12685.0,UVA
5728.0,2521.0,1959.0,970.0,4153.0,7581.0,12753.0,UVA
5760.0,2515.0,1788.0,987.0,4344.0,7594.0,12793.0,UVA
5641.0,2487.0,1687.0,976.0,4993.0,7162.0,12773.0,UVA
5634.0,2487.0,1699.0,975.0,5013.0,7151.0,12770.0,UVA
4646.0,2529.0,1663.0,878.0,3239.0,6471.0,8052.0,UVA
4641.0,2534.0,1642.0,875.0,3223.0,6533.0,8043.0,UVA
4641.0,2534.0,1642.0,875.0,3223.0,6533.0,8043.0,UVA
5661.0,2486.0,1623.0,982.0,5000.0,7215.0,12716.0,UVA
4646.0,2531.0,1644.0,867.0,3224.0,6497.0,8043.0,UVA
5639.0,2492.0,1648.0,1027.0,5008.0,7208.0,12661.0,UVA
5717.0,2517.0,1913.0,965.0,4176.0,7586.0,12746.0,UVA
5649.0,2489.0,1635.0,1008.0,4999.0,7212.0,12677.0,UVA
5683.0,2491.0,1720.0,981.0,4472.0,7196.0,12802.0,UVA
5661.0,2489.0,1600.0,1007.0,5025.0,7244.0,12673.0,UVA
4627.0,2523.0,1634.0,850.0,3244.0,6433.0,8099.0,UVA
5663.0,2486.0,1616.0,983.0,5000.0,7221.0,12709.0,UVA
5720.0,2520.0,1966.0,966.0,4129.0,7577.0,12751.0,UVA
5658.0,2494.0,1698.0,1039.0,4981.0,7214.0,12684.0,UVA
5691.0,2492.0,1696.0,1019.0,4882.0,7230.0,12749.0,UVA
5718.0,2520.0,1964.0,965.0,4124.0,7576.0,12752.0,UVA
4632.0,2532.0,1696.0,917.0,3264.0,6496.0,8070.0,UVA
5734.0,2521.0,1954.0,973.0,4172.0,7584.0,12755.0,UVA
5748.0,2514.0,1796.0,982.0,4325.0,7597.0,12779.0,UVA
5636.0,2487.0,1696.0,975.0,5007.0,7154.0,12771.0,UVA
5740.0,2522.0,1949.0,976.0,4191.0,7587.0,12756.0,UVA
5746.0,2516.0,1853.0,981.0,4305.0,7606.0,12752.0,UVA
5701.0,2495.0,1728.0,1040.0,4930.0,7248.0,12729.0,UVA
5717.0,2512.0,1839.0,967.0,4253.0,7599.0,12741.0,UVA
5657.0,2486.0,1648.0,970.0,4811.0,7174.0,12792.0,UVA
5794.0,2519.0,1781.0,1003.0,4383.0,7584.0,12838.0,UVA
5665.0,2487.0,1605.0,988.0,5001.0,7231.0,12691.0,UVA
5656.0,2490.0,1609.0,1014.0,5026.0,7239.0,12668.0,UVA
5679.0,2490.0,1719.0,995.0,4603.0,7182.0,12778.0,UVA
5631.0,2491.0,1680.0,1016.0,4994.0,7177.0,12697.0,UVA
5632.0,2492.0,1662.0,1031.0,5001.0,7197.0,12659.0,UVA
5765.0,2519.0,1851.0,988.0,4284.0,7581.0,12805.0,UVA
5688.0,2492.0,1723.0,1013.0,4734.0,7208.0,12758.0,UVA
4626.0,2534.0,1702.0,930.0,3269.0,6522.0,8074.0,UVA
5629.0,2493.0,1669.0,1034.0,4998.0,7192.0,12658.0,UVA
4622.0,2522.0,1618.0,837.0,3241.0,6430.0,8111.0,UVA
4647.0,2533.0,1627.0,858.0,3212.0,6520.0,8035.0,UVA
5749.0,2520.0,1891.0,980.0,4228.0,7579.0,12786.0,UVA
4628.0,2533.0,1700.0,925.0,3267.0,6512.0,8073.0,UVA
5717.0,2499.0,1730.0,988.0,4457.0,7306.0,12815.0,UVA
4627.0,2534.0,1701.0,928.0,3269.0,6518.0,8074.0,UVA
5726.0,2520.0,1946.0,969.0,4150.0,7577.0,12760.0,UVA
4644.0,2533.0,1620.0,851.0,3211.0,6517.0,8042.0,UVA
5785.0,2517.0,1770.0,999.0,4386.0,7589.0,12825.0,UVA
4629.0,2533.0,1699.0,924.0,3267.0,6510.0,8072.0,UVA
5664.0,2487.0,1605.0,988.0,5001.0,7231.0,12691.0,UVA
5661.0,2487.0,1611.0,992.0,5001.0,7227.0,12688.0,UVA
5672.0,2487.0,1612.0,990.0,4998.0,7237.0,12697.0,UVA
4630.0,2526.0,1614.0,840.0,3226.0,6468.0,8084.0,UVA
5641.0,2487.0,1687.0,976.0,4993.0,7162.0,12773.0,UVA
5617.0,2489.0,1719.0,971.0,5067.0,7131.0,12752.0,UVA
5631.0,2491.0,1680.0,1016.0,4994.0,7178.0,12696.0,UVA
5660.0,2490.0,1600.0,1011.0,5030.0,7246.0,12669.0,UVA
4641.0,2526.0,1672.0,881.0,3252.0,6441.0,8071.0,UVA
4646.0,2531.0,1649.0,870.0,3228.0,6490.0,8046.0,UVA
4628.0,2533.0,1701.0,927.0,3268.0,6515.0,8073.0,UVA
4620.0,2531.0,1674.0,904.0,3262.0,6506.0,8092.0,UVA
5666.0,2487.0,1599.0,990.0,5008.0,7237.0,12688.0,UVA
5678.0,2489.0,1636.0,1001.0,4990.0,7240.0,12703.0,UVA
5675.0,2487.0,1652.0,985.0,4775.0,7198.0,12783.0,UVA
5776.0,2516.0,1777.0,995.0,4370.0,7591.0,12814.0,UVA
5739.0,2520.0,1915.0,975.0,4195.0,7578.0,12775.0,UVA
5630.0,2488.0,1704.0,974.0,5021.0,7146.0,12769.0,UVA
5632.0,2492.0,1664.0,1028.0,4996.0,7193.0,12663.0,UVA
5758.0,2508.0,1743.0,998.0,4438.0,7438.0,12831.0,UVA
5624.0,2488.0,1714.0,973.0,5039.0,7137.0,12765.0,UVA
5803.0,2520.0,1771.0,1008.0,4411.0,7587.0,12842.0,UVA
5632.0,2491.0,1680.0,1014.0,4994.0,7177.0,12700.0,UVA
5657.0,2488.0,1619.0,998.0,5000.0,7222.0,12684.0,UVA
4626.0,2534.0,1702.0,930.0,3269.0,6522.0,8074.0,UVA
5627.0,2493.0,1674.0,1035.0,4995.0,7187.0,12658.0,UVA
5623.0,2488.0,1715.0,972.0,5042.0,7136.0,12765.0,UVA
5644.0,2487.0,1682.0,975.0,4963.0,7163.0,12777.0,UVA
5765.0,2523.0,1930.0,989.0,4267.0,7597.0,12763.0,UVA
4619.0,2524.0,1630.0,854.0,3246.0,6453.0,8109.0,UVA
4633.0,2531.0,1696.0,916.0,3264.0,6495.0,8070.0,UVA
4631.0,2527.0,1615.0,841.0,3225.0,6471.0,8081.0,UVA
5647.0,2490.0,1638.0,1010.0,4998.0,7210.0,12675.0,UVA
5732.0,2521.0,1956.0,972.0,4165.0,7583.0,12754.0,UVA
